POOL,NE,DATE,ATTACH,DETECH,TOTAL
West Java Pool,MSCI2,2020-07-02 00:00:00,1273579.0,276745.0,1550324.0
Balomsum Pool,MSDP5,2020-07-03 00:00:00,1189129.0,200384.0,1389513.0
Balomsum Pool,MSDP6,2020-07-03 00:00:00,1197489.0,211603.0,1409092.0
Balomsum Pool,MSSG3,2020-07-03 00:00:00,1199887.0,211490.0,1411377.0
Central Java Pool,MSSM2,2020-07-03 00:00:00,1361441.0,285899.0,1647340.0
Central Java Pool,MSTG2,2020-07-03 00:00:00,1224527.0,362041.0,1586568.0
Central Java Pool,MSWL1,2020-07-03 00:00:00,1249237.0,290743.0,1539980.0
Central Java Pool,MSYG5,2020-07-03 00:00:00,1288095.0,294466.0,1582561.0
East Java Pool,MSB12,2020-07-03 00:00:00,1277231.0,278674.0,1555905.0
East Java Pool,MSJE2,2020-07-03 00:00:00,1264336.0,271288.0,1535624.0
East Java Pool,MSMA1,2020-07-03 00:00:00,1274185.0,279007.0,1553192.0
East Java Pool,MSSB9,2020-07-03 00:00:00,1277514.0,279040.0,1556554.0
Jabo Pool,MSJ24,2020-07-03 00:00:00,1435834.0,315500.0,1751334.0
Jabo Pool,MSJ25,2020-07-03 00:00:00,1429886.0,315961.0,1745847.0
Jabo Pool,MSJ26,2020-07-03 00:00:00,1427618.0,319643.0,1747261.0
Jabo Pool,MSJ28,2020-07-03 00:00:00,1428423.0,313332.0,1741755.0
Jabo Pool,MSJ30,2020-07-03 00:00:00,1429679.0,315762.0,1745441.0
Jabo Pool,MSJ35,2020-07-03 00:00:00,1436801.0,319134.0,1755935.0
Kalimantan Pool,MSBJ3,2020-07-03 00:00:00,597476.0,146410.0,743886.0
Kalimantan Pool,MSBP4,2020-07-03 00:00:00,588447.0,145184.0,733631.0
Kalimantan Pool,MSPT2,2020-07-03 00:00:00,230598.0,87639.0,318237.0
Northern West Pool,MSAC2,2020-07-03 00:00:00,760622.0,254667.0,1015289.0
Northern West Pool,MSBT2,2020-07-03 00:00:00,735407.0,256479.0,991886.0
Northern West Pool,MSMD8,2020-07-03 00:00:00,767979.0,257251.0,1025230.0
Northern West Pool,MSPD3,2020-07-03 00:00:00,559077.0,124284.0,683361.0
Northern West Pool,MSPK5,2020-07-03 00:00:00,760501.0,253828.0,1014329.0
Southern West Pool,MSBK3,2020-07-03 00:00:00,799160.0,169520.0,968680.0
Southern West Pool,MSPB5,2020-07-03 00:00:00,794115.0,169154.0,963269.0
Southern West Pool,MSPB7,2020-07-03 00:00:00,874371.0,196581.0,1070952.0
Sulampapua Pool,MSKU2,2020-07-03 00:00:00,64058.0,17475.0,81533.0
Sulampapua Pool,MSMK4,2020-07-03 00:00:00,694131.0,302117.0,996248.0
Sulampapua Pool,MSMO3,2020-07-03 00:00:00,143781.0,46477.0,190258.0
Sulampapua Pool,MSPU2,2020-07-03 00:00:00,81529.0,28141.0,109670.0
West Java Pool,MSBD7,2020-07-03 00:00:00,1309412.0,285788.0,1595200.0
West Java Pool,MSBD8,2020-07-03 00:00:00,1312161.0,287645.0,1599806.0
West Java Pool,MSCH1,2020-07-03 00:00:00,1307498.0,288571.0,1596069.0
West Java Pool,MSCI2,2020-07-03 00:00:00,1289650.0,287519.0,1577169.0
Balomsum Pool,MSDP5,2020-07-04 00:00:00,1183134.0,213791.0,1396925.0
Balomsum Pool,MSDP6,2020-07-04 00:00:00,1199503.0,212286.0,1411789.0
Balomsum Pool,MSSG3,2020-07-04 00:00:00,1204610.0,211930.0,1416540.0
Central Java Pool,MSSM2,2020-07-04 00:00:00,1418613.0,322565.0,1741178.0
Central Java Pool,MSTG2,2020-07-04 00:00:00,1452039.0,370036.0,1822075.0
Central Java Pool,MSWL1,2020-07-04 00:00:00,809477.0,330383.0,1139860.0
Central Java Pool,MSYG5,2020-07-04 00:00:00,1469449.0,336313.0,1805762.0
East Java Pool,MSB12,2020-07-04 00:00:00,1281800.0,274479.0,1556279.0
East Java Pool,MSJE2,2020-07-04 00:00:00,1262519.0,266452.0,1528971.0
East Java Pool,MSMA1,2020-07-04 00:00:00,1276257.0,274873.0,1551130.0
East Java Pool,MSSB9,2020-07-04 00:00:00,1280859.0,274780.0,1555639.0
Jabo Pool,MSJ24,2020-07-04 00:00:00,1445075.0,315858.0,1760933.0
Jabo Pool,MSJ25,2020-07-04 00:00:00,1416699.0,314458.0,1731157.0
Jabo Pool,MSJ26,2020-07-04 00:00:00,1415282.0,320095.0,1735377.0
Jabo Pool,MSJ28,2020-07-04 00:00:00,1416308.0,311038.0,1727346.0
Jabo Pool,MSJ30,2020-07-04 00:00:00,1417138.0,314184.0,1731322.0
Jabo Pool,MSJ35,2020-07-04 00:00:00,1446603.0,320050.0,1766653.0
Kalimantan Pool,MSBJ3,2020-07-04 00:00:00,595523.0,146737.0,742260.0
Kalimantan Pool,MSBP4,2020-07-04 00:00:00,588841.0,144344.0,733185.0
Kalimantan Pool,MSPT2,2020-07-04 00:00:00,232622.0,85693.0,318315.0
Northern West Pool,MSAC2,2020-07-04 00:00:00,759831.0,240354.0,1000185.0
Northern West Pool,MSBT2,2020-07-04 00:00:00,763945.0,241630.0,1005575.0
Northern West Pool,MSMD8,2020-07-04 00:00:00,768104.0,239589.0,1007693.0
Northern West Pool,MSPD3,2020-07-04 00:00:00,565472.0,119245.0,684717.0
Northern West Pool,MSPK5,2020-07-04 00:00:00,760462.0,238257.0,998719.0
Southern West Pool,MSBK3,2020-07-04 00:00:00,751938.0,179424.0,931362.0
Southern West Pool,MSPB5,2020-07-04 00:00:00,766827.0,180297.0,947124.0
Southern West Pool,MSPB7,2020-07-04 00:00:00,917806.0,213739.0,1131545.0
Sulampapua Pool,MSKU2,2020-07-04 00:00:00,64295.0,17306.0,81601.0
Sulampapua Pool,MSMK4,2020-07-04 00:00:00,697595.0,300744.0,998339.0
Sulampapua Pool,MSMO3,2020-07-04 00:00:00,143191.0,46313.0,189504.0
Sulampapua Pool,MSPU2,2020-07-04 00:00:00,80965.0,27717.0,108682.0
West Java Pool,MSBD7,2020-07-04 00:00:00,1326483.0,293544.0,1620027.0
West Java Pool,MSBD8,2020-07-04 00:00:00,1332002.0,296121.0,1628123.0
West Java Pool,MSCH1,2020-07-04 00:00:00,1324470.0,297475.0,1621945.0
West Java Pool,MSCI2,2020-07-04 00:00:00,1223856.0,170609.0,1394465.0
Balomsum Pool,MSDP5,2020-07-05 00:00:00,1170870.0,179169.0,1350039.0
Balomsum Pool,MSDP6,2020-07-05 00:00:00,1205005.0,217538.0,1422543.0
Balomsum Pool,MSSG3,2020-07-05 00:00:00,1194656.0,217314.0,1411970.0
Central Java Pool,MSSM2,2020-07-05 00:00:00,1291814.0,367833.0,1659647.0
Central Java Pool,MSTG2,2020-07-05 00:00:00,1261094.0,382039.0,1643133.0
Central Java Pool,MSWL1,2020-07-05 00:00:00,1253304.0,377167.0,1630471.0
Central Java Pool,MSYG5,2020-07-05 00:00:00,1283998.0,381619.0,1665617.0
East Java Pool,MSB12,2020-07-05 00:00:00,1277013.0,278624.0,1555637.0
East Java Pool,MSJE2,2020-07-05 00:00:00,1254111.0,269494.0,1523605.0
East Java Pool,MSMA1,2020-07-05 00:00:00,1270949.0,278145.0,1549094.0
East Java Pool,MSSB9,2020-07-05 00:00:00,1275091.0,278040.0,1553131.0
Jabo Pool,MSJ24,2020-07-05 00:00:00,1443347.0,322648.0,1765995.0
Jabo Pool,MSJ25,2020-07-05 00:00:00,1415695.0,320611.0,1736306.0
Jabo Pool,MSJ26,2020-07-05 00:00:00,1413447.0,320550.0,1733997.0
Jabo Pool,MSJ28,2020-07-05 00:00:00,1413705.0,318635.0,1732340.0
Jabo Pool,MSJ30,2020-07-05 00:00:00,1415365.0,320794.0,1736159.0
Jabo Pool,MSJ35,2020-07-05 00:00:00,1444812.0,326272.0,1771084.0
Kalimantan Pool,MSBJ3,2020-07-05 00:00:00,594308.0,147684.0,741992.0
Kalimantan Pool,MSBP4,2020-07-05 00:00:00,586900.0,146466.0,733366.0
Kalimantan Pool,MSPT2,2020-07-05 00:00:00,230722.0,87113.0,317835.0
Northern West Pool,MSAC2,2020-07-05 00:00:00,757782.0,233118.0,990900.0
Northern West Pool,MSBT2,2020-07-05 00:00:00,758737.0,235185.0,993922.0
Northern West Pool,MSMD8,2020-07-05 00:00:00,764626.0,232826.0,997452.0
Northern West Pool,MSPD3,2020-07-05 00:00:00,563622.0,121147.0,684769.0
Northern West Pool,MSPK5,2020-07-05 00:00:00,754685.0,231807.0,986492.0
Southern West Pool,MSBK3,2020-07-05 00:00:00,751559.0,177875.0,929434.0
Southern West Pool,MSPB5,2020-07-05 00:00:00,805901.0,180633.0,986534.0
Southern West Pool,MSPB7,2020-07-05 00:00:00,892972.0,208754.0,1101726.0
Sulampapua Pool,MSKU2,2020-07-05 00:00:00,64168.0,17390.0,81558.0
Sulampapua Pool,MSMK4,2020-07-05 00:00:00,700159.0,299117.0,999276.0
Sulampapua Pool,MSMO3,2020-07-05 00:00:00,137046.0,51697.0,188743.0
Sulampapua Pool,MSPU2,2020-07-05 00:00:00,81857.0,26606.0,108463.0
West Java Pool,MSBD7,2020-07-05 00:00:00,1323896.0,297483.0,1621379.0
West Java Pool,MSBD8,2020-07-05 00:00:00,1337768.0,316450.0,1654218.0
West Java Pool,MSCH1,2020-07-05 00:00:00,1323024.0,300190.0,1623214.0
West Java Pool,MSCI2,2020-07-05 00:00:00,1239931.0,241045.0,1480976.0
Balomsum Pool,MSDP5,2020-07-06 00:00:00,1188719.0,203096.0,1391815.0
Balomsum Pool,MSDP6,2020-07-06 00:00:00,1197122.0,211135.0,1408257.0
Balomsum Pool,MSSG3,2020-07-06 00:00:00,1200615.0,210623.0,1411238.0
Central Java Pool,MSSM2,2020-07-06 00:00:00,1288394.0,391035.0,1679429.0
Central Java Pool,MSTG2,2020-07-06 00:00:00,1258521.0,383516.0,1642037.0
Central Java Pool,MSWL1,2020-07-06 00:00:00,1256527.0,383756.0,1640283.0
Central Java Pool,MSYG5,2020-07-06 00:00:00,1276709.0,387405.0,1664114.0
East Java Pool,MSB12,2020-07-06 00:00:00,1271977.0,277116.0,1549093.0
East Java Pool,MSJE2,2020-07-06 00:00:00,1260238.0,268950.0,1529188.0
East Java Pool,MSMA1,2020-07-06 00:00:00,1267509.0,276203.0,1543712.0
East Java Pool,MSSB9,2020-07-06 00:00:00,1269432.0,276817.0,1546249.0
Jabo Pool,MSJ24,2020-07-06 00:00:00,1434022.0,318469.0,1752491.0
Jabo Pool,MSJ25,2020-07-06 00:00:00,1431131.0,319125.0,1750256.0
Jabo Pool,MSJ26,2020-07-06 00:00:00,1428907.0,319414.0,1748321.0
Jabo Pool,MSJ28,2020-07-06 00:00:00,1429651.0,317137.0,1746788.0
Jabo Pool,MSJ30,2020-07-06 00:00:00,1430066.0,319490.0,1749556.0
Jabo Pool,MSJ35,2020-07-06 00:00:00,1434225.0,322253.0,1756478.0
Kalimantan Pool,MSBJ3,2020-07-06 00:00:00,593539.0,148147.0,741686.0
Kalimantan Pool,MSBP4,2020-07-06 00:00:00,588692.0,147940.0,736632.0
Kalimantan Pool,MSPT2,2020-07-06 00:00:00,231440.0,86440.0,317880.0
Northern West Pool,MSAC2,2020-07-06 00:00:00,757606.0,232813.0,990419.0
Northern West Pool,MSBT2,2020-07-06 00:00:00,758827.0,235414.0,994241.0
Northern West Pool,MSMD8,2020-07-06 00:00:00,763259.0,232983.0,996242.0
Northern West Pool,MSPD3,2020-07-06 00:00:00,562039.0,121835.0,683874.0
Northern West Pool,MSPK5,2020-07-06 00:00:00,754414.0,232005.0,986419.0
Southern West Pool,MSBK3,2020-07-06 00:00:00,774475.0,181970.0,956445.0
Southern West Pool,MSPB5,2020-07-06 00:00:00,776917.0,184308.0,961225.0
Southern West Pool,MSPB7,2020-07-06 00:00:00,886660.0,212582.0,1099242.0
Sulampapua Pool,MSKU2,2020-07-06 00:00:00,63236.0,18368.0,81604.0
Sulampapua Pool,MSMK4,2020-07-06 00:00:00,682218.0,312529.0,994747.0
Sulampapua Pool,MSMO3,2020-07-06 00:00:00,139577.0,48864.0,188441.0
Sulampapua Pool,MSPU2,2020-07-06 00:00:00,80381.0,28587.0,108968.0
West Java Pool,MSBD7,2020-07-06 00:00:00,1292617.0,296057.0,1588674.0
West Java Pool,MSBD8,2020-07-06 00:00:00,1295375.0,297578.0,1592953.0
West Java Pool,MSCH1,2020-07-06 00:00:00,1292325.0,299045.0,1591370.0
West Java Pool,MSCI2,2020-07-06 00:00:00,1274967.0,226981.0,1501948.0
Balomsum Pool,MSDP5,2020-07-07 00:00:00,1188338.0,217168.0,1405506.0
Balomsum Pool,MSDP6,2020-07-07 00:00:00,1199113.0,211094.0,1410207.0
Balomsum Pool,MSSG3,2020-07-07 00:00:00,1202187.0,210875.0,1413062.0
Central Java Pool,MSSM2,2020-07-07 00:00:00,1299398.0,376717.0,1676115.0
Central Java Pool,MSTG2,2020-07-07 00:00:00,1266191.0,369073.0,1635264.0
Central Java Pool,MSWL1,2020-07-07 00:00:00,1265887.0,370312.0,1636199.0
Central Java Pool,MSYG5,2020-07-07 00:00:00,1288865.0,365181.0,1654046.0
East Java Pool,MSB12,2020-07-07 00:00:00,1279435.0,272431.0,1551866.0
East Java Pool,MSJE2,2020-07-07 00:00:00,1261981.0,263522.0,1525503.0
East Java Pool,MSMA1,2020-07-07 00:00:00,1274012.0,272492.0,1546504.0
East Java Pool,MSSB9,2020-07-07 00:00:00,1275567.0,272343.0,1547910.0
Jabo Pool,MSJ24,2020-07-07 00:00:00,1442465.0,314621.0,1757086.0
Jabo Pool,MSJ25,2020-07-07 00:00:00,1435345.0,316320.0,1751665.0
Jabo Pool,MSJ26,2020-07-07 00:00:00,1432560.0,317231.0,1749791.0
Jabo Pool,MSJ28,2020-07-07 00:00:00,1434000.0,314602.0,1748602.0
Jabo Pool,MSJ30,2020-07-07 00:00:00,1435226.0,316799.0,1752025.0
Jabo Pool,MSJ35,2020-07-07 00:00:00,1443121.0,320305.0,1763426.0
Kalimantan Pool,MSBJ3,2020-07-07 00:00:00,594272.0,147311.0,741583.0
Kalimantan Pool,MSBP4,2020-07-07 00:00:00,590471.0,147552.0,738023.0
Kalimantan Pool,MSPT2,2020-07-07 00:00:00,231882.0,86187.0,318069.0
Northern West Pool,MSAC2,2020-07-07 00:00:00,755950.0,236124.0,992074.0
Northern West Pool,MSBT2,2020-07-07 00:00:00,758035.0,239714.0,997749.0
Northern West Pool,MSMD8,2020-07-07 00:00:00,762222.0,234815.0,997037.0
Northern West Pool,MSPD3,2020-07-07 00:00:00,555765.0,127411.0,683176.0
Northern West Pool,MSPK5,2020-07-07 00:00:00,752397.0,234166.0,986563.0
Southern West Pool,MSBK3,2020-07-07 00:00:00,747662.0,174254.0,921916.0
Southern West Pool,MSPB5,2020-07-07 00:00:00,802070.0,177902.0,979972.0
Southern West Pool,MSPB7,2020-07-07 00:00:00,891743.0,208327.0,1100070.0
Sulampapua Pool,MSKU2,2020-07-07 00:00:00,63684.0,18039.0,81723.0
Sulampapua Pool,MSMK4,2020-07-07 00:00:00,687585.0,308281.0,995866.0
Sulampapua Pool,MSMO3,2020-07-07 00:00:00,140670.0,48165.0,188835.0
Sulampapua Pool,MSPU2,2020-07-07 00:00:00,81159.0,28309.0,109468.0
West Java Pool,MSBD7,2020-07-07 00:00:00,1301437.0,289258.0,1590695.0
West Java Pool,MSBD8,2020-07-07 00:00:00,1305410.0,290845.0,1596255.0
West Java Pool,MSCH1,2020-07-07 00:00:00,1301436.0,292255.0,1593691.0
West Java Pool,MSCI2,2020-07-07 00:00:00,1284792.0,254407.0,1539199.0
Balomsum Pool,MSDP5,2020-07-08 00:00:00,1135665.0,158598.0,1294263.0
Balomsum Pool,MSDP6,2020-07-08 00:00:00,1212161.0,214650.0,1426811.0
Balomsum Pool,MSSG3,2020-07-08 00:00:00,1215239.0,214253.0,1429492.0
Central Java Pool,MSSM2,2020-07-08 00:00:00,1298921.0,370005.0,1668926.0
Central Java Pool,MSTG2,2020-07-08 00:00:00,1274182.0,363961.0,1638143.0
Central Java Pool,MSWL1,2020-07-08 00:00:00,1269130.0,362921.0,1632051.0
Central Java Pool,MSYG5,2020-07-08 00:00:00,1286368.0,365078.0,1651446.0
East Java Pool,MSB12,2020-07-08 00:00:00,1282331.0,271265.0,1553596.0
East Java Pool,MSJE2,2020-07-08 00:00:00,1258604.0,261918.0,1520522.0
East Java Pool,MSMA1,2020-07-08 00:00:00,1276353.0,271459.0,1547812.0
East Java Pool,MSSB9,2020-07-08 00:00:00,1277482.0,271705.0,1549187.0
Jabo Pool,MSJ24,2020-07-08 00:00:00,1442863.0,316561.0,1759424.0
Jabo Pool,MSJ25,2020-07-08 00:00:00,1435163.0,317801.0,1752964.0
Jabo Pool,MSJ26,2020-07-08 00:00:00,1431869.0,317820.0,1749689.0
Jabo Pool,MSJ28,2020-07-08 00:00:00,1432786.0,315958.0,1748744.0
Jabo Pool,MSJ30,2020-07-08 00:00:00,1434541.0,318209.0,1752750.0
Jabo Pool,MSJ35,2020-07-08 00:00:00,1443427.0,321598.0,1765025.0
Kalimantan Pool,MSBJ3,2020-07-08 00:00:00,597904.0,150859.0,748763.0
Kalimantan Pool,MSBP4,2020-07-08 00:00:00,584665.0,148360.0,733025.0
Kalimantan Pool,MSPT2,2020-07-08 00:00:00,227925.0,90408.0,318333.0
Northern West Pool,MSAC2,2020-07-08 00:00:00,753389.0,254682.0,1008071.0
Northern West Pool,MSBT2,2020-07-08 00:00:00,762578.0,253481.0,1016059.0
Northern West Pool,MSMD8,2020-07-08 00:00:00,768422.0,249204.0,1017626.0
Northern West Pool,MSPD3,2020-07-08 00:00:00,560215.0,125215.0,685430.0
Northern West Pool,MSPK5,2020-07-08 00:00:00,758406.0,246211.0,1004617.0
Southern West Pool,MSBK3,2020-07-08 00:00:00,780273.0,175684.0,955957.0
Southern West Pool,MSPB5,2020-07-08 00:00:00,785892.0,177050.0,962942.0
Southern West Pool,MSPB7,2020-07-08 00:00:00,878318.0,207893.0,1086211.0
Sulampapua Pool,MSKU2,2020-07-08 00:00:00,63760.0,18078.0,81838.0
Sulampapua Pool,MSMK4,2020-07-08 00:00:00,690310.0,311596.0,1001906.0
Sulampapua Pool,MSMO3,2020-07-08 00:00:00,138484.0,49526.0,188010.0
Sulampapua Pool,MSPU2,2020-07-08 00:00:00,80561.0,29614.0,110175.0
West Java Pool,MSBD7,2020-07-08 00:00:00,1308640.0,294576.0,1603216.0
West Java Pool,MSBD8,2020-07-08 00:00:00,1356904.0,309769.0,1666673.0
West Java Pool,MSCH1,2020-07-08 00:00:00,1311653.0,296960.0,1608613.0
West Java Pool,MSCI2,2020-07-08 00:00:00,1221147.0,281654.0,1502801.0
Balomsum Pool,MSDP5,2020-07-09 00:00:00,1188188.0,196233.0,1384421.0
Balomsum Pool,MSDP6,2020-07-09 00:00:00,1201337.0,212559.0,1413896.0
Balomsum Pool,MSSG3,2020-07-09 00:00:00,1201371.0,211460.0,1412831.0
Central Java Pool,MSSM2,2020-07-09 00:00:00,1280345.0,386670.0,1667015.0
Central Java Pool,MSTG2,2020-07-09 00:00:00,1243370.0,378613.0,1621983.0
Central Java Pool,MSWL1,2020-07-09 00:00:00,1252178.0,378777.0,1630955.0
Central Java Pool,MSYG5,2020-07-09 00:00:00,1274742.0,383459.0,1658201.0
East Java Pool,MSB12,2020-07-09 00:00:00,1256629.0,269279.0,1525908.0
East Java Pool,MSJE2,2020-07-09 00:00:00,1272995.0,261559.0,1534554.0
East Java Pool,MSMA1,2020-07-09 00:00:00,1296117.0,271865.0,1567982.0
East Java Pool,MSSB9,2020-07-09 00:00:00,1273824.0,271191.0,1545015.0
Jabo Pool,MSJ24,2020-07-09 00:00:00,1467446.0,312332.0,1779778.0
Jabo Pool,MSJ25,2020-07-09 00:00:00,1425857.0,313317.0,1739174.0
Jabo Pool,MSJ26,2020-07-09 00:00:00,1422848.0,313177.0,1736025.0
Jabo Pool,MSJ28,2020-07-09 00:00:00,1422897.0,311157.0,1734054.0
Jabo Pool,MSJ30,2020-07-09 00:00:00,1424874.0,313367.0,1738241.0
Jabo Pool,MSJ35,2020-07-09 00:00:00,1470129.0,318222.0,1788351.0
Kalimantan Pool,MSBJ3,2020-07-09 00:00:00,594861.0,149802.0,744663.0
Kalimantan Pool,MSBP4,2020-07-09 00:00:00,586248.0,149322.0,735570.0
Kalimantan Pool,MSPT2,2020-07-09 00:00:00,228707.0,89027.0,317734.0
Northern West Pool,MSAC2,2020-07-09 00:00:00,754957.0,250264.0,1005221.0
Northern West Pool,MSBT2,2020-07-09 00:00:00,759089.0,248519.0,1007608.0
Northern West Pool,MSMD8,2020-07-09 00:00:00,765042.0,242686.0,1007728.0
Northern West Pool,MSPD3,2020-07-09 00:00:00,562777.0,122303.0,685080.0
Northern West Pool,MSPK5,2020-07-09 00:00:00,756017.0,240830.0,996847.0
Southern West Pool,MSBK3,2020-07-09 00:00:00,782814.0,175266.0,958080.0
Southern West Pool,MSPB5,2020-07-09 00:00:00,784195.0,175579.0,959774.0
Southern West Pool,MSPB7,2020-07-09 00:00:00,880277.0,204844.0,1085121.0
Sulampapua Pool,MSKU2,2020-07-09 00:00:00,63549.0,18544.0,82093.0
Sulampapua Pool,MSMK4,2020-07-09 00:00:00,689612.0,320482.0,1010094.0
Sulampapua Pool,MSMO3,2020-07-09 00:00:00,139244.0,49241.0,188485.0
Sulampapua Pool,MSPU2,2020-07-09 00:00:00,81237.0,29585.0,110822.0
West Java Pool,MSBD7,2020-07-09 00:00:00,1305552.0,288352.0,1593904.0
West Java Pool,MSBD8,2020-07-09 00:00:00,1347310.0,290472.0,1637782.0
West Java Pool,MSCH1,2020-07-09 00:00:00,1296465.0,290938.0,1587403.0
West Java Pool,MSCI2,2020-07-09 00:00:00,1300066.0,220889.0,1520955.0
